hurricane_name,date,severity,deaths,location,injuries,damage_billions,duration_days,event_trading_date,event_date_shift_days,spy_prev_5d_return,vix,energy_prev_5d_return,energy_20d_volatility,energy_volume_change,energy_drawdown,energy_beta,utilities_prev_5d_return,utilities_20d_volatility,utilities_volume_change,utilities_drawdown,utilities_beta,financials_prev_5d_return,financials_20d_volatility,financials_volume_change,financials_drawdown,financials_beta,industrials_prev_5d_return,industrials_20d_volatility,industrials_volume_change,industrials_drawdown,industrials_beta,energy_5d_abnormal_return,utilities_5d_abnormal_return,financials_5d_abnormal_return,industrials_5d_abnormal_return
Ingrid (2013),2013-09-12,Category 1,32,Northeastern Mexico; Tamaulipas,Not reported,1.5,5,2013-09-12,0,0.020728112427236267,13.819999694824219,0.01918265146600384,0.13473021286109957,0.22176784218708345,0.0,0.9900077800960279,0.008442170887461131,0.12346035872013257,1.589763669548541,-0.0374320099329426,0.8441224678899015,0.02474717223931222,0.15568634117622507,-0.14818384645307292,-0.003437874887613823,1.1991223642605817,0.030971078559335563,0.13821571516664782,0.44827461193119,0.0,1.1568171382192043,-0.008976021155370884,0.019149523264378132,0.0012820062061842386,0.01390736901365397
Barbara (2013),2013-05-28,Category 1,3,Oaxaca,Not reported,0.01,2,2013-05-28,0,-0.009704882865879783,13.989999771118164,-0.0188521430407097,0.15234756123299714,-0.2689728541316111,-0.0188521430407097,1.2009822957777256,-0.03215379881172398,0.13543919220787176,-0.1592513765429574,-0.06275629155886142,0.6629223860247035,-0.013006691373383616,0.1292427668362315,0.1715095519348,-0.015469633162643492,1.2059558582063103,-0.013318083461052677,0.12882206801119062,-0.20605084017612596,-0.0146527489145456,1.1179963127098516,-0.006898736272613948,-0.003065655229853026,0.003932154379070796,0.006462131628059753
Cosme (2013),2013-06-22,Category 1,0,None reported,Not reported,0.0,4,2013-06-24,2,-0.027537340205696315,18.899999618530273,-0.031031078827646552,0.19833361561488308,0.562418996957136,-0.04875123010964921,1.167724296500925,-0.03158874002337719,0.18710920631138775,0.10498244397004397,-0.04929542717941293,0.7744412157936167,-0.027504403420881784,0.20584301687249532,0.3629139343267713,-0.04823647935824693,1.174176984285368,-0.02575292047170985,0.17848694184010655,0.21104022375029996,-0.03700740187486107,1.0637018934107383,-0.0033552049377951754,-0.009575010566903686,0.011492601840814798,0.008206996469017458
Dalila (2013),2013-07-08,Category 2,0,None reported,Not reported,0.0,6,2013-07-08,0,0.01620729375071983,14.890000343322754,0.02120014788750635,0.18631272133221416,-0.16549419484781613,-0.014435557062741244,1.1852582622798098,-0.019399361934497206,0.1859193903835359,-0.0031926266849771068,-0.028672311683706875,0.7403839661158118,0.019022875002396855,0.20542894032294867,-0.3797481039150673,-0.00400929312210907,1.1963453796205723,0.015478207726111082,0.18502977995161937,-0.5310162167377117,-0.014241606978722787,1.1121922258620387,-0.00871911468030917,0.023540678188067377,-0.0020824124651181997,0.001788803865993227
Erick (2013),2013-07-04,Category 1,0,None reported,Not reported,0.0,5,2013-07-05,1,0.0012416613715025004,16.200000762939453,0.004451398628038117,0.1864791003244963,-0.5950795984694721,-0.02651469312324506,1.1858566196479567,-0.01411821197353813,0.18743056900013416,-0.5971345450437091,-0.025776701046643424,0.7626113572807673,-0.005109809371957819,0.20463283240946076,-0.6096378924208082,-0.021597318332161608,1.1846925512009587,-0.006062183335426297,0.1891184758125872,-0.5119624135869587,-0.02949474215728687,1.1031788892487622,-0.0031548927220432788,0.019612175277769595,-0.0008019998456283428,-0.0009832213826468372
Gil (2013),2013-07-27,Category 3,0,None reported,Not reported,0.0,10,2013-07-29,2,-0.002300911799166916,12.720000267028809,-0.005392456233422549,0.10980997440224868,-0.26961699297270625,-0.008600046173163456,1.1075048308793163,0.0,0.13679170610500035,-0.22553779642262695,-0.002534599591968223,0.8936915831215446,-0.011020549691543424,0.10589581355513031,-0.29531321769742847,-0.011020549691543424,1.2102295959691158,-0.011223219964179632,0.12626983245806497,-0.43005181347150256,-0.011223219964179632,1.1266237893239084,-0.0018241208636313733,-0.016066636125849687,0.0011499913836356956,0.01047078855799155
Henriette (2013),2013-08-31,Category 1,0,None reported,Not reported,0.0,8,2013-09-03,3,-0.014156509909465265,17.010000228881836,-0.0006123272369180643,0.12846039563180126,0.013559937486872675,-0.019473527887099218,1.0368288916756778,-0.002140044693042187,0.10987452939900805,-0.12928662065790208,-0.053539891463034506,0.8955751142839681,-0.024585904220302823,0.13473788824228602,-0.2771750198718107,-0.06403463422601252,1.2185072089036728,-0.02198530942047816,0.11391932981735653,0.12268005152040917,-0.03926695660820689,1.1117673691397338,-0.006929281661572029,-0.012878151092878154,0.006930879181726413,0.012458114364743533
Kiko (2013),2013-08-19,Category 3,0,None reported,Not reported,0.0,6,2013-08-19,0,-0.019395929709403625,14.369999885559082,-0.012280874780192796,0.09836602493270974,0.11095595659893864,-0.030205075991529995,1.057174618313451,-0.035705076583728346,0.11288593672622917,1.0596269546707253,-0.051780594162214144,0.8734989306669663,-0.015732764927420928,0.10036581689906646,-0.006747347637287571,-0.040728264490905275,1.18503931030314,-0.012513630314898161,0.09906149484000146,0.019913169283555687,-0.02259895692133651,1.0923442743118794,0.013551086903612397,-0.003165831562304433,0.0011387702423946156,-0.000982228925119344
Manuel (2013),2013-09-13,Category 1,169,Guerrero; Sinaloa; Western Mexico,Not reported,4.2,6,2013-09-13,0,0.01752591957788363,14.289999961853027,0.013272050411095693,0.13505692749945947,0.19617845215688545,-0.005918962932851213,1.0168635371151582,-0.0013518282490433409,0.1164247538659248,0.8264489639841397,-0.027646294087644185,0.788025208017486,0.017171719454797563,0.1481625264654029,-0.10054379183973339,-0.00739250908881306,1.2205990078732374,0.027195587606818172,0.13167540042091583,-0.025244016059713048,-0.004106060806234324,1.160901669984349,-0.0074072115436127905,0.005137896759554561,0.002251747475204846,0.007788340205243216
Raymond (2013),2013-10-20,Category 3,0,Southwestern Mexico,Not reported,0.0,10,2013-10-21,1,0.020182483360905445,13.039999961853027,0.02451130401464674,0.13399902187354937,0.27227420512334355,0.0,0.9306916563137005,0.01371648095143363,0.12669556360219203,-0.0646156625386971,0.0,0.7124307724050831,0.02449777540149456,0.1664616325081117,-0.12472867412725674,0.0,1.2373119084508746,0.015113001783111368,0.14633200337384542,0.24719732696639873,0.0,1.1041675276222624,-0.009106873180400266,0.009584841230189989,-0.013368376195263876,0.007912307814895714
Arthur (2014),2014-07-01,Category 2,0,North Carolina,Not reported,0.025,4,2014-07-01,0,0.0052386667202137804,11.569999694824219,0.009479976752958308,0.10832856316521376,-0.280509341548028,-0.011748420133225412,0.8408155343355517,0.018641552226725144,0.12105050057532463,0.04729349631698421,0.0,0.2985412842227949,0.00043998140894530025,0.08141194514142167,0.4986069003509057,-0.006118843662479612,1.0967035063308008,-0.0016616474339090637,0.09952618343277878,0.12967117456097865,-0.023085646351992284,1.1445720193845113,-0.0008560829532431313,-0.022136103738374047,-0.003953394048165082,-0.006156377610171959
Bertha (2014),2014-07-28,Category 1,0,Lesser Antilles; Bermuda,Not reported,0.0,9,2014-07-28,0,0.0019261153936791509,12.6899995803833,0.007060991428183172,0.11929340784498274,-0.40215852277925523,-0.007357213447589106,0.9187978100214113,-0.006089144230013166,0.13035967648891592,-0.37425726323564146,-0.041120237355795175,0.25501164092533163,0.001750233817338298,0.0988688054256974,0.5424632638373632,-0.006510796055148593,1.1252373622974106,-0.00774760110500472,0.0999530784255115,-0.1298643930222878,-0.017533887060162012,1.225969909394301,-0.001718435696335674,-0.0229924739834787,-0.0020660424332530347,-0.009380446686074628
Cristobal (2014),2014-08-23,Category 1,3,Bahamas; Bermuda,Not reported,0.0,6,2014-08-25,2,0.00927236403961973,11.470000267028809,0.00393276111440044,0.16282077659894142,-0.27338573765853535,-0.026004337497454788,1.1575483630624783,0.014094745894143168,0.15897407572206437,-0.47712423260796233,-0.01347879747566283,0.529883005462631,0.012702608929993753,0.13027143137678418,-0.27387191622972995,-0.0034480389563115166,1.0580240635748193,0.008567652590439012,0.1367033236225166,-0.5630548619949287,-0.004412895906474423,1.1264298296269695,-0.005930864302032046,0.0014609434841599267,0.003526496025283432,-0.004991798405961645
Edouard (2014),2014-09-11,Category 3,0,None reported,Not reported,0.0,8,2014-09-11,0,-0.0006994488577890534,12.880000114440918,-0.01565873446425059,0.11813926951569932,0.4017547631204148,-0.038687090514412215,1.263949486013044,-0.009517440887181539,0.12319748517240114,0.31011591102736413,-0.02177933658283182,0.5961229061850865,-0.0034143794567198515,0.08750886986530358,0.2663232137434737,-0.005113182776492087,1.050522090021049,0.0,0.07594919451339649,-0.29325535272984027,-0.004412895906474423,1.0202798420038859,-0.014221664864918715,-0.018975747475131977,0.009498025449061753,0.0029336738132004214
Fay (2014),2014-10-10,Category 1,0,Bermuda,Not reported,0.04,3,2014-10-10,0,-0.019234420916793615,18.760000228881836,-0.03890247297380578,0.19272795795288059,1.178910313091265,-0.10679522359667004,1.1124114740303028,0.004466436651032524,0.13491703906264926,0.3895186001309878,-0.0163439297214224,0.6719189769817201,-0.022336669971891654,0.17017057389214277,1.1533888100352985,-0.04014827468195503,1.0506581761387142,-0.03276497846481219,0.18685965081748254,1.0781264670508754,-0.06264311172193593,1.0753414110048274,0.0006901928832355742,0.012494135406824203,-0.0006507418317086566,0.033916893125685244
Gonzalo (2014),2014-10-12,Category 4,1,Leeward Islands; Bermuda,Not reported,0.4,7,2014-10-13,1,-0.02929371194366759,21.239999771118164,-0.05347237234062063,0.18976336837676422,2.3529020888586167,-0.11933822015085671,1.1307265916342402,0.00916772861686832,0.13537358562989257,0.5655427085934626,-0.011740038330322777,0.6196320659173941,-0.027143805719905156,0.17188919945582717,0.3886225159499912,-0.04773928943742611,1.0359526736186855,-0.044073457996691046,0.19166993940682922,0.6615937932747757,-0.0764094570668502,1.0889111427711777,0.014837673683975705,0.0011338177638908764,-0.012293167061724564,0.026767839739274768
Ana (2014),2014-10-13,Category 1,0,Hawaiian Islands,Not reported,0.0,12,2014-10-13,0,-0.02929371194366759,21.239999771118164,-0.05347237234062063,0.18976336837676422,2.3529020888586167,-0.11933822015085671,1.1307265916342402,0.00916772861686832,0.13537358562989257,0.5655427085934626,-0.011740038330322777,0.6196320659173941,-0.027143805719905156,0.17188919945582717,0.3886225159499912,-0.04773928943742611,1.0359526736186855,-0.044073457996691046,0.19166993940682922,0.6615937932747757,-0.0764094570668502,1.0889111427711777,0.014837673683975705,0.0011338177638908764,-0.012293167061724564,0.026767839739274768
Amanda (2014),2014-05-22,Category 5,0,None reported,Not reported,0.0,7,2014-05-22,0,0.009231628197380104,11.90999984741211,0.008436966261219814,0.09950207258286918,-0.3188067779737368,-0.007253801076344546,0.7894747144338295,-0.011663704451733259,0.1524034680814733,-0.5460804988978946,-0.04309686522517808,0.17932591215675012,0.0069060016368496235,0.11781567989297284,0.048093459713908215,-0.012641411782862821,1.085362369215435,0.0016972850868708367,0.11478040516714913,-0.1308581171751102,-0.014474004058453005,1.1163873544824392,-0.006016112344437774,0.00472478673786525,-0.0017331133521112374,-0.0005115802195072572
Cristina (2014),2014-08-09,Category 4,0,None reported,Not reported,0.0,7,2014-08-11,2,-0.0033524283762642604,15.770000457763672,-0.008824148374977359,0.17938106791248318,0.14643662065911456,-0.03957063998929111,1.1737610887875272,0.00606899181975229,0.16634657221813404,0.623786527913814,-0.036950795728297736,0.47220953600864485,-0.0008926646150144713,0.13175447028006093,0.6889292832139593,-0.027801594480804215,1.0395785128176194,0.004041956473882058,0.12801489310520134,0.005257367357116571,-0.045204755468055025,1.1073166664362015,-0.0181627816784109,-0.004565092249440683,0.0008270364694287213,0.006640085913084404
Genevieve (2014),2014-07-25,Category 4,0,None reported,Not reported,0.0,20,2014-07-25,0,0.00475417207671458,11.84000015258789,0.01606239331316206,0.1159622620840883,-0.3190029137176976,0.0,0.9048346634254341,0.0009355054294191145,0.12961635240674757,-0.38424510313127413,-0.03343857207995782,0.22221461661376882,0.004801322668396946,0.09692947249563308,-0.14265744588748708,-0.0008682505306011334,1.1233011395648478,-0.005715694378992331,0.10011994154341945,0.18362665163288505,-0.014976824109001918,1.245422684613246,-0.013562607785013836,0.002131871679061814,-0.002868688381731044,-0.010966510787291939
Hernan (2014),2014-08-24,Category 1,0,None reported,Not reported,0.0,6,2014-08-25,1,0.00927236403961973,11.470000267028809,0.00393276111440044,0.16282077659894142,-0.27338573765853535,-0.026004337497454788,1.1575483630624783,0.014094745894143168,0.15897407572206437,-0.47712423260796233,-0.01347879747566283,0.529883005462631,0.012702608929993753,0.13027143137678418,-0.27387191622972995,-0.0034480389563115166,1.0580240635748193,0.008567652590439012,0.1367033236225166,-0.5630548619949287,-0.004412895906474423,1.1264298296269695,-0.005930864302032046,0.0014609434841599267,0.003526496025283432,-0.004991798405961645
Iselle (2014),2014-07-31,Category 4,0,Hawaiian Islands,Not reported,0.079,9,2014-07-31,0,-0.00840688062173156,13.329999923706055,-0.018095002249667758,0.12141927966125708,0.37164065541732083,-0.018095002249667758,0.9992780667396493,-0.020336412066590537,0.13322359115114835,0.6430544407787551,-0.0289617289789198,0.2285319800982659,-0.006081377636311336,0.09952700083339165,0.6066387482254394,-0.006944348007552947,1.0964905455345597,-0.01909875933408056,0.10635010354563675,0.6152862413701301,-0.03378954468383588,1.289863024525458,-0.006096315122173568,-0.004361794604712754,-0.0004875485973226956,0.0031434378533455876
Julio (2014),2014-08-04,Category 3,0,None reported,Not reported,0.0,12,2014-08-04,0,-0.026795242368203853,17.030000686645508,-0.037650772610281824,0.14210801221157074,1.0683328181821872,-0.04702725736211444,1.0094263009149753,-0.037647875924552765,0.13863841904079743,0.7060550311642695,-0.04054653764722971,0.2949714500073311,-0.02969414352168298,0.12233534102649718,0.8366445781889962,-0.034752295945756795,1.073784980542458,-0.03251154527676525,0.1190149970049118,0.5915184332380254,-0.05234281719838019,1.1953690348225676,-0.008257520745856617,0.0028915413265049317,0.00046391733724537865,0.008547284701359015
Karina (2014),2014-08-13,Category 4,0,None reported,Not reported,0.0,14,2014-08-13,0,0.007602124860113246,14.130000114440918,0.0030332590644139845,0.16886071500212083,-0.03501440032120828,-0.04653005732954507,1.1892014923456975,0.02713419881835999,0.16377970819755708,-0.46583717354333076,-0.04113419025376852,0.4936738700850855,0.008535429035939845,0.1290190243310339,-0.30966197965617925,-0.024760969419438283,1.0338107536519379,0.0169293077101369,0.12745032292521458,-0.020131131019891946,-0.0435577499104165,1.111077026509853,-0.006700899190649201,0.003908999137404612,-0.00408899006770036,0.009759239654402396
Lowell (2014),2014-09-08,Category 1,0,None reported,Not reported,0.0,5,2014-09-08,0,0.0019926101137677232,12.09000015258789,-0.01681149345879729,0.10594032726710455,0.13117966302708406,-0.01681149345879729,1.280638438233174,0.007855924789851088,0.10817461682576597,0.0478203584429322,0.0,0.5690780829183618,0.0042809674784192175,0.07371256096737598,-0.08235161977839478,0.0,1.0440972309152894,0.005738624426920413,0.08071780426516302,0.11007703717881245,-0.0011033108446482087,1.0497058516720035,-0.0060992957641545775,-0.014345026379406378,0.004191148134726208,0.0023151423862685094
Marie (2014),2014-08-22,Category 5,1,California,Not reported,0.0,6,2014-08-22,0,0.01931378657865368,11.760000228881836,0.013385426228144981,0.1616077279170774,-0.4526062215011738,-0.021835393921212254,1.1501373992025157,0.01453396558299791,0.1671897743514177,-0.3449715913770798,-0.010457572965736017,0.5304929977382726,0.027457925872472533,0.12937354151314234,0.12963439493220874,0.0,1.0558239720495488,0.027414991995883486,0.1374607135458816,-0.22510095376195316,-0.0009194980938982411,1.123809856470268,0.010202071149878478,0.011921632228131473,0.0027495735127522902,-0.01003143519851879
Norbert (2014),2014-09-02,Category 4,5,Baja California Peninsula; Arizona,Not reported,0.005,6,2014-09-02,0,0.002547560522040193,12.09000015258789,0.008889154219557938,0.12982594188021787,-0.40486407252422163,0.0,1.1741447612665696,0.012634282270684416,0.14102411322421124,-0.5255111196811408,0.0,0.5368396774548904,0.001715399943835294,0.09410244151412327,-0.22461924871152184,-0.0004281207171050738,1.0594772456317993,-0.006254734204434231,0.09979234080635803,-0.48507722000430575,-0.006802896006372627,1.0919419838454223,-0.01757156987441022,0.005731384007891416,-0.0029508444648066456,0.004770123839026308
Odile (2014),2014-09-10,Category 4,15,Baja California Sur; Southwestern United States,Not reported,1.25,7,2014-09-10,0,-0.005885338468857082,13.5,-0.026598104215725726,0.11876881669407752,0.3325976143779743,-0.03635758203279982,1.2716127050146255,-0.0055681704050724035,0.12143023988466665,0.7191024195201969,-0.017423224710809926,0.6050691767139484,-0.0076886202827453065,0.0871694011035569,0.2836679766624517,-0.010225865278270962,1.058210841963102,-0.00036947867022241176,0.08177940246316204,-0.25373720390266885,-0.005148233777504063,1.0259801536317361,-0.004241728016097457,0.0008195479181181131,0.006450854764435743,0.002694874765467592
Polo (2014),2014-09-14,Category 2,0,None reported,Not reported,0.0,5,2014-09-15,1,-0.007278666873697381,13.3100004196167,-0.021031719912915747,0.1239642866239918,0.9883930347906322,-0.052461016154276674,1.2864811993702197,-0.02536918812279132,0.14141300338941273,1.0872298747003928,-0.031178310659824793,0.5704488313293001,-0.003408621759423691,0.08290535492389568,0.36547316024694365,-0.003408621759423691,1.0407414201239058,-0.005342765662015525,0.07602144864039852,0.23773322605892422,-0.007354507994681958,1.0121492202578897,-0.01969611988099018,-0.000565580712408309,0.0033248588761565223,-0.0036075358774798616
Rachel (2014),2014-09-17,Category 3,0,None reported,Not reported,0.0,5,2014-09-17,0,0.002049260032443101,12.729999542236328,0.004635660732514646,0.13232421779103026,0.6265992755169332,-0.03423077000825059,1.2902498400435474,0.006093757216291351,0.1413232449794223,0.3611133528316641,-0.015818297356008038,0.6118568110359139,0.005567760741918892,0.07604776773156349,0.2650604834341095,0.0,1.024058335095647,0.00221622793642573,0.05652539005175078,0.019580475104943984,-0.0022064479532372117,1.000286473835492,-0.02134076573848742,-0.010898294445031098,0.0003044233122777573,-0.00912395426396273
Simon (2014),2014-10-01,Category 4,0,None reported,Not reported,0.0,5,2014-10-01,0,-0.01272776113634888,16.309999465942383,-0.017349758091158574,0.14510957472778618,0.8049174888573933,-0.06817044275165496,1.201072181811789,0.0033378661479130933,0.12928727087907424,0.10398810282234683,-0.026378073209348818,0.6512185564990017,-0.012361326421632013,0.1047166313592191,-0.027697528408602956,-0.02285706149049882,1.0251942614312601,-0.009504084646989042,0.0953668344008963,0.611962375391923,-0.024466348478062505,0.9879257816723434,-0.020794471020089134,0.014439615169706377,0.003944758193360265,-0.00929023853270583
Vance (2014),2014-10-30,Category 2,0,None reported,Not reported,0.0,6,2014-10-30,0,0.016313365109192235,15.149999618530273,0.0010479072747420215,0.2908241092566003,-0.23999137106864932,-0.026271051834876324,1.2097630160866852,0.00861637631341261,0.14120504578473475,0.08728997181215825,-0.005811697831262563,0.5050021917556476,0.024475187861948244,0.1956986310423956,-0.20123547130677744,0.0,0.9836061501892764,0.02272735503270029,0.2424284550712708,-0.3524337395785667,-0.0034773544221459174,1.1651912251520475,-0.005486337994067503,-0.012089430465531237,0.005274814587906018,0.0059680856738439925
Danny (2015),2015-08-18,Category 3,0,Leeward Islands,Not reported,0.0,6,2015-08-18,0,0.009201196772156806,13.020000457763672,0.0027414231541948997,0.25958030517948544,-0.44240404867038574,-0.028247706928472782,0.9858801882011254,0.03061001620907544,0.13232661351641306,-0.2814016578512578,0.0,0.41006453321751557,0.003570365519875107,0.10292590409558798,-0.15821066721297194,-0.010945942699620237,1.027997493590838,0.010726668023605335,0.1462177182914308,-0.3766126993914447,-0.001644273676457808,1.0842919063145442,-0.03643753147501383,0.028249212727581297,-0.008539960296898963,0.006045075077513062
Fred (2015),2015-08-30,Category 1,0,Cabo Verde,Not reported,0.0,7,2015-08-31,1,0.05160965194308109,26.049999237060547,0.0941924154917364,0.40895831907825675,0.42880270326052883,-0.06816876659430382,1.1659982513859368,-0.004843523918311221,0.23275440732081246,-0.40030385298595184,-0.05929825963452495,0.5616084712748329,0.04418935475648156,0.29052832146633606,-0.3179752975765061,-0.07114779169897734,1.0298784718872904,0.042716078579747574,0.26121308954734207,-0.4647486810800153,-0.05462183736244697,0.9463286055930678,-0.02347376244820265,-0.013623230883170745,-0.007321847292685368,0.010182723049985465
Joaquin (2015),2015-09-28,Category 4,34,Bahamas; Turks and Caicos; East Coast of the United States,Not reported,0.2,9,2015-09-28,0,-0.01837543770680561,23.6200008392334,-0.017176106784204004,0.24688625095929434,-0.22739857575186817,-0.054191444857665916,1.1449536065186787,0.007783112293408667,0.18921084459062262,-0.14879288442792482,-0.0003828605166185106,0.6086900610379092,-0.00479938903316024,0.23552305144404576,0.03324930160426098,-0.029981094933541064,1.0163384105956015,-0.025435225429168096,0.22250396000294914,-0.1803695854606171,-0.046475513687545544,0.9791591469858962,0.04289487179911955,-0.022945353709866945,-0.015240849128299594,0.006007162383300013
Kate (2015),2015-11-08,Category 1,0,Bermuda,Not reported,0.0,3,2015-11-09,1,-0.0016632898939474838,14.329999923706055,0.0025853296341558085,0.23756017620952574,-0.22022567285086359,-0.022409049300679662,1.22671450663232,-0.035387909647530136,0.17188940527848937,1.825010672689352,-0.06917816049918368,0.5990574524291365,0.013109235118589524,0.17018838107229753,0.8321927313738209,0.0,1.0345591743373612,-0.0007287334898941067,0.14540503099076565,0.11403921568627462,-0.0014560707138511209,0.9549948458404799,-0.001634685391586177,0.03306853081822725,0.00160136683639156,0.007597468197023005
Kilo (2015),2015-08-20,Category 4,0,None reported,Not reported,0.0,16,2015-08-20,0,-0.0016294883180387743,15.25,-0.031227547902549002,0.27580669567841076,0.19410844182544817,-0.057538995115666514,1.0551732114048018,0.014150123939322246,0.1143696188726202,-0.27694212901502757,0.0,0.38472733616481974,-0.0007980623713074175,0.09921725011236349,0.6806852226871645,-0.015330380449364855,1.0251051888959468,0.0,0.14544121905396326,0.033464767091095915,-0.012787798663460692,1.1005801468511907,9.408093478313617e-05,-0.027834551630129267,-0.00876853503164654,0.0005558272078394211
Loke (2015),2015-09-16,Category 1,0,None reported,Not reported,0.0,6,2015-09-16,0,0.018841203769255577,22.540000915527344,-0.0007867670168999474,0.4103029272924834,-0.37364816778582643,-0.08247877672087556,1.0948186580499284,0.013556107034817355,0.2518601668538651,-0.533375155636773,-0.08720317000122235,0.5945917909700633,0.021388494176871387,0.34328154496773944,-0.37851958941927955,-0.07436696491572636,1.0220229949784634,0.018359339661218055,0.31044807710452677,-0.5166882938636987,-0.044179567562427025,0.9631170091072772,-0.016291120200736864,0.029884838688760795,-0.006097275982775208,-0.014613163435355347
Oho (2015),2015-10-05,Category 1,0,None reported,Not reported,0.0,3,2015-10-05,0,0.03717943975228888,20.940000534057617,0.06629935372316664,0.30376254638786154,0.1710592110636533,-0.015294262609925502,1.2168652376961826,0.01951986003403383,0.15789297261510327,0.2631570887973096,0.0,0.5982249356330321,0.018851004031511742,0.20626552804488232,0.5097597366344504,-0.03137971748386481,0.985045171981154,0.03235754732210383,0.20272432015829134,0.015082424897992164,-0.03498927831421972,0.957113218689987,0.019141249892123513,-0.009218606284230102,-0.011915986068207873,0.014531800054228494
Andres (2015),2015-05-28,Category 4,0,None reported,Not reported,0.0,7,2015-05-28,0,-0.0008455864026803983,13.270000457763672,-0.011912911634700651,0.14011922181787725,-0.11506214792115455,-0.050035901836515406,0.813133195671,-0.004254219007643001,0.13704610127618094,-0.4104911853080492,-0.007365935215436381,1.0918036075690802,-0.0024087012427604915,0.11944561314464451,-0.07121333567355947,-0.0052040933980720405,0.975202690905236,-0.003694377183964037,0.11374779819203483,-0.31116770408859906,-0.010136373269098331,1.0615840346959913,-0.0062353500420675445,-0.018425216958085855,0.004116860466471861,0.0012099890977183003
Blanca (2015),2015-05-31,Category 4,0,Baja California Peninsula,Not reported,0.0,8,2015-06-01,1,-0.008685666879565845,13.84000015258789,-0.022568490738523628,0.1390235455399406,0.023546191917769965,-0.054060392712184435,0.8112631193682128,-0.0015708444782320807,0.12871722158647195,-0.27776273198930423,-0.006696521270519673,1.0758070221231613,-0.010458658750737482,0.11722230641376968,-0.03930440317639283,-0.015212090237383458,0.9774636643418121,-0.019156436472992477,0.10660993275782514,0.5463420995207899,-0.024641800011633186,1.0648282901889052,0.0023272687908575396,-0.032297986260927614,0.015416642596870367,0.003723521840590327
Carlos (2015),2015-06-10,Category 4,0,None reported,Not reported,0.0,7,2015-06-10,0,-0.016374101735829094,14.470000267028809,-0.012405456614137944,0.11064252092741832,-0.047932164163552615,-0.04359678036028303,0.8716755012938512,-0.021929879686866105,0.12036275659200772,-0.13795933170104946,-0.051276078847726114,1.0035808695735733,-0.006835530169820414,0.10127144561729998,-0.03989241894062456,-0.011208450712720919,0.9376823886797815,-0.017891642471926317,0.09712801459655623,-0.23525873178177092,-0.031107846211855916,1.0508652258704605,-0.01095838786814085,0.012274347301712507,0.0013068212683422509,-0.0032945548248460854
Dolores (2015),2015-07-11,Category 4,0,None reported,Not reported,0.0,9,2015-07-13,2,0.0036767205660497293,16.829999923706055,-0.0008155156076369297,0.15449876258293407,0.11989107380789088,-0.04669869356758971,0.7549122244053126,0.013443579020066654,0.15465900496446985,-0.0695202648676787,-0.011047135614290049,0.7341711433748773,0.0040748471153477794,0.17310257667264725,-0.21313917632169077,-0.021056897867683944,1.062862711459638,0.0027770965844489126,0.13297910939684415,-0.09083978610557497,-0.033713645162758876,0.9747546006758018,-0.047628291725173355,-0.010186598600992802,0.005802933602847338,-0.010522575633745257
Guillermo (2015),2015-08-01,Category 4,0,None reported,Not reported,0.0,9,2015-08-03,2,0.017941052383023015,12.119999885559082,0.012698462462303217,0.2144841187357468,0.5399342665304552,-0.06922485276613477,0.999747727603772,0.026125943337932167,0.15727860324389184,0.013132514424753827,0.0,0.5365293117674365,0.010826130873692774,0.12980838961219016,-0.3207649446011046,-0.014464664081601741,1.0582808302738769,0.03001511094662379,0.1504286891308769,-0.2235121377318653,-0.01310504200263718,1.0369899304718455,0.014686055259033326,-0.0039439444256932354,0.0066076442903479915,0.010737097560016728
Hilda (2015),2015-08-06,Category 4,0,None reported,Not reported,0.0,10,2015-08-06,0,-0.0035577280925873644,12.510000228881836,-0.05286910302143033,0.20797446295069916,0.2715366529191836,-0.09873891372296573,0.9703897618693059,0.0016074025438275186,0.1372409887009589,-0.01073011036912963,-0.0135682410756095,0.5328622981883953,-0.0019777423279065953,0.10727690372431553,-0.27904518112494103,-0.013291944926185129,1.0565205681471006,-0.0007374203891103992,0.13322814937940866,-0.1280599098854217,-0.012922935024904825,1.057603067794835,0.01668050127004328,0.029982900152984104,-0.0046689244684740006,0.00018023227404917463
Ignacio (2015),2015-08-25,Category 4,0,Hawaiian Islands,Not reported,0.0,10,2015-08-25,0,-0.09753299109946745,40.7400016784668,-0.13202396781562165,0.32440621444716133,1.3247934500890426,-0.15875711283235006,1.113134933259148,-0.05078783711642276,0.19391560791503393,1.6419511020203865,-0.054719772241871745,0.5464208316246402,-0.1048261774747572,0.2244330289371118,2.4593996911409644,-0.11045616001549552,1.0532610927091282,-0.09019212088688422,0.2081074327777372,5.569670608400997,-0.09335035484901655,0.9768914033519095,0.05820581272570213,-0.041160321417428314,-0.00880354759853752,-0.004634062695315411
Jimena (2015),2015-08-29,Category 4,0,None reported,Not reported,0.0,10,2015-08-31,2,0.05160965194308109,26.049999237060547,0.0941924154917364,0.40895831907825675,0.42880270326052883,-0.06816876659430382,1.1659982513859368,-0.004843523918311221,0.23275440732081246,-0.40030385298595184,-0.05929825963452495,0.5616084712748329,0.04418935475648156,0.29052832146633606,-0.3179752975765061,-0.07114779169897734,1.0298784718872904,0.042716078579747574,0.26121308954734207,-0.4647486810800153,-0.05462183736244697,0.9463286055930678,-0.02347376244820265,-0.013623230883170745,-0.007321847292685368,0.010182723049985465
