hurricane_name,date,severity,deaths,location,injuries,damage_billions,duration_days,event_trading_date,event_date_shift_days,spy_prev_5d_return,vix,energy_prev_5d_return,energy_20d_volatility,energy_volume_change,energy_drawdown,energy_beta,utilities_prev_5d_return,utilities_20d_volatility,utilities_volume_change,utilities_drawdown,utilities_beta,financials_prev_5d_return,financials_20d_volatility,financials_volume_change,financials_drawdown,financials_beta,industrials_prev_5d_return,industrials_20d_volatility,industrials_volume_change,industrials_drawdown,industrials_beta,energy_5d_abnormal_return,utilities_5d_abnormal_return,financials_5d_abnormal_return,industrials_5d_abnormal_return
Nate (2005),2005-09-05,Category 1,0,Bermuda,Not reported,0.0,5,2005-09-06,1,0.004766263918118296,13.569999694824219,0.05312101610578934,0.24129474234301584,0.012127995091357535,-0.01943786149900384,0.8824503318260711,0.02230523733388856,0.10720585572701251,-0.03230611811306283,0.0,0.8742653275045178,0.004085960119567078,0.101164409952879,-0.27808549659726156,-0.012060702178710914,0.8821523226344208,-0.0013420263164406476,0.09351847492218539,-0.07905027932960895,-0.0210524610446734,1.0160189810286515,-0.0002607232474933774,-0.005680286331976814,-0.004366728299293077,0.006301338223420383
Ophelia (2005),2005-09-06,Category 1,1,Florida; North Carolina,Not reported,0.07,11,2005-09-06,0,0.004766263918118296,13.569999694824219,0.05312101610578934,0.24129474234301584,0.012127995091357535,-0.01943786149900384,0.8824503318260711,0.02230523733388856,0.10720585572701251,-0.03230611811306283,0.0,0.8742653275045178,0.004085960119567078,0.101164409952879,-0.27808549659726156,-0.012060702178710914,0.8821523226344208,-0.0013420263164406476,0.09351847492218539,-0.07905027932960895,-0.0210524610446734,1.0160189810286515,-0.0002607232474933774,-0.005680286331976814,-0.004366728299293077,0.006301338223420383
Philippe (2005),2005-09-17,Category 1,0,None reported,Not reported,0.0,6,2005-09-19,2,-0.002607960273055099,11.220000267028809,0.013717164194350318,0.22289398162184576,-0.03607604310575363,-0.007017870605286358,0.9872565030136379,0.013271243992538873,0.10820314853417114,-0.018038388250599335,0.0,0.9975661757239168,0.005488834354250738,0.12585140363503974,0.21731109244652225,0.0,0.949803913433978,-0.006284660151071431,0.09810735378109155,0.4318767352860251,-0.006284660151071431,0.9582249864286957,0.009658602177677666,-0.0038572028640475597,-0.004241918264857092,0.012267539789717952
Rita (2005),2005-09-18,Category 5,120,Florida Keys; Texas; Louisiana,Not reported,18.5,8,2005-09-19,1,-0.002607960273055099,11.220000267028809,0.013717164194350318,0.22289398162184576,-0.03607604310575363,-0.007017870605286358,0.9872565030136379,0.013271243992538873,0.10820314853417114,-0.018038388250599335,0.0,0.9975661757239168,0.005488834354250738,0.12585140363503974,0.21731109244652225,0.0,0.949803913433978,-0.006284660151071431,0.09810735378109155,0.4318767352860251,-0.006284660151071431,0.9582249864286957,0.009658602177677666,-0.0038572028640475597,-0.004241918264857092,0.012267539789717952
Stan (2005),2005-10-01,Category 1,1668,Central America; Southern Mexico,Not reported,3.9,4,2005-10-03,2,0.012008504649895224,11.920000076293945,0.002802875915323355,0.2179709352334041,-0.31554922222420423,-0.015590009536157079,0.8221473980151415,0.019727261708738286,0.12754381510413454,-0.1358213388626618,-0.0008916333028282653,0.9942461504258084,0.011305255816612014,0.14298635106797564,-0.3515137060678091,-0.014356917325316298,1.0785304121730408,0.015146134123713129,0.10226530073598343,-0.7662199446404536,-0.0046346736552997925,0.8443697399149213,-0.05610864235995405,-0.03447232529201372,0.011573247675322418,0.018950110126352837
Vince (2005),2005-10-08,Category 1,0,Spain; Portugal,Not reported,0.0,3,2005-10-10,2,-0.024387892914331633,14.59000015258789,-0.07472399341065938,0.29437525157748906,0.2713712546674043,-0.09152561419943472,1.3046499567702756,-0.050323064080778024,0.18271267112211206,-0.20576152327452957,-0.050323064080778024,1.17074521220965,-0.010526346208446724,0.13830372037888866,-0.37403855363477545,-0.027045010767140387,0.9987510271508054,-0.006004043871761788,0.11150349590022433,0.6205938376880065,-0.016515680720734616,0.8549239467590132,-0.0010202834686501294,-0.020072102809603365,0.005065867479078001,-0.0002412285288153626
Wilma (2005),2005-10-15,Category 5,87,Jamaica; Yucatan Peninsula; Cuba; Florida,Not reported,29.0,10,2005-10-17,2,0.0005898431514481661,14.869999885559082,-0.00902068726791938,0.3090565376622939,0.6016023237197861,-0.11335264800559619,1.2249865792850376,-0.026498508789018715,0.20729028828711238,0.5488877736283526,-0.09181865298044534,1.2307598427099633,0.008324802407018828,0.1350827221258629,0.04197147137122115,-0.020552622336902582,1.0094489631923973,0.0020288735450886275,0.10369961698570813,0.06124957600461545,-0.0175730240396359,0.8203456393585437,-0.033290379139175874,-0.00937977780531507,0.021729515925720033,-0.005452529326432698
Beta (2005),2005-10-26,Category 3,9,Nicaragua; Colombia,Not reported,0.015,5,2005-10-26,0,-0.0005003862933694592,14.529999732971191,0.019488940321477966,0.41809305478249087,0.3363810797019495,-0.10766641461414794,1.5869032385837387,0.013329242849707601,0.2539041180221744,0.28368587528140954,-0.0826954609353322,1.208549399803336,0.010866500037447047,0.15917843056287817,0.17103787097137269,-0.005677435309559109,0.9921551629089717,-0.005691230568411032,0.13396017503019875,-0.7053740709048506,-0.015251760574305107,0.801107414760655,0.01562851287478617,-0.014741387862698074,-0.00025175013577638516,-0.002954497562229763
Epsilon (2005),2005-11-29,Category 1,0,None reported,Not reported,0.0,9,2005-11-29,0,0.0037372443156635793,11.84000015258789,-0.019498404507436895,0.2872066321643477,0.057178576537688874,-0.034860738668777036,1.8401790488223875,0.012484125447395078,0.12581015795870323,-0.3917947583766449,-0.003779984935282865,1.2050068822653486,0.014128889037830827,0.10979005926854822,0.6422410839892851,-0.004622293927145638,0.9997005414263843,-0.0012704564293076759,0.08178918346395993,1.2732569287726596,-0.00537786187536482,0.8473268758285225,0.04263039549350789,-0.013673625046957683,-0.01601290780189557,-0.0013464517452157487
Adrian (2005),2005-05-17,Category 1,9,El Salvador,Not reported,0.02,4,2005-05-17,0,0.001715060756384723,15.680000305175781,-0.05665458369264054,0.3105493338200482,0.40327411038304617,-0.09383046602805323,1.3006196977395512,-0.016415141170187497,0.1355102885272687,1.0799122347165855,-0.025555783382435804,1.0106329193666501,0.003843597908511187,0.17139649995344053,-0.12362593667147093,-0.01237540006508464,1.017879174043376,0.005096727564987358,0.1811213194724575,-0.6647055266136208,-0.0067159290156040274,1.1032083443220277,0.01317181597109629,-0.014309603251074554,-0.006644218204674646,0.004153792712408899
Fernanda (2005),2005-07-22,Category 4,0,None reported,Not reported,0.0,7,2005-07-22,0,-0.0009767092823360635,10.970000267028809,0.008374976740232132,0.23433215441239488,-0.18541518905218246,-0.02659569021892283,1.2369919192528822,-0.012492589622277506,0.13295987603162143,1.6614052935233716,-0.022565931012874296,0.6990829957971116,-0.01251193200822276,0.08771821514476973,0.42874619234882383,-0.01251193200822276,0.9734116201673585,0.012654254657063158,0.1290859712911097,0.15692285797304262,-0.005233636713533163,1.1182959769629768,0.0028129373082570464,0.013162057461503673,-0.008915627459394226,-0.0016186551297574514
Hilary (2005),2005-09-19,Category 4,0,None reported,Not reported,0.0,5,2005-09-19,0,-0.002607960273055099,11.220000267028809,0.013717164194350318,0.22289398162184576,-0.03607604310575363,-0.007017870605286358,0.9872565030136379,0.013271243992538873,0.10820314853417114,-0.018038388250599335,0.0,0.9975661757239168,0.005488834354250738,0.12585140363503974,0.21731109244652225,0.0,0.949803913433978,-0.006284660151071431,0.09810735378109155,0.4318767352860251,-0.006284660151071431,0.9582249864286957,0.009658602177677666,-0.0038572028640475597,-0.004241918264857092,0.012267539789717952
Jova (2005),2005-09-25,Category 1,0,None reported,Not reported,0.0,5,2005-09-26,1,-0.013405101860625379,12.960000038146973,-0.020499286156411056,0.25287955383232735,0.04684077011227816,-0.024860508729453668,0.915166026348109,-0.024186764957726314,0.1305895358595325,0.0761041158496698,-0.027091198740204825,1.01796227934999,-0.011118074530974242,0.13329757875906334,-0.6345338642092608,-0.020032516906091646,1.0262808912667922,0.001346049426537821,0.11033483137036432,0.7820944357735196,-0.018165854385299274,0.9006014508926636,-0.00820276921482832,0.022870198946988607,0.0005177505975395569,0.0006984547207062874
Kenneth (2005),2005-09-14,Category 4,0,None reported,Not reported,0.0,9,2005-09-14,0,-0.0020181140514619056,12.390000343322754,-0.0021399886571169535,0.24685239266182818,-0.2892779296945921,-0.028787931323142057,0.9198143093695837,-0.006600208378040984,0.10522436412909195,0.002480652905560987,-0.00957195748661932,0.8983838427667862,-0.0023505014375121425,0.11490893411442583,-0.5142477374515959,-0.008344382986494425,0.8994167631722986,0.001984687348411507,0.09299758873424248,-0.19709162418816462,-0.004273625053366481,0.9946296989894371,0.05559305570969897,0.008385789123566134,-0.0017132710546596819,-0.0032728882846844165
Max (2005),2005-10-01,Category 1,0,Southwestern Mexico,Not reported,0.0,5,2005-10-03,2,0.012008504649895224,11.920000076293945,0.002802875915323355,0.2179709352334041,-0.31554922222420423,-0.015590009536157079,0.8221473980151415,0.019727261708738286,0.12754381510413454,-0.1358213388626618,-0.0008916333028282653,0.9942461504258084,0.011305255816612014,0.14298635106797564,-0.3515137060678091,-0.014356917325316298,1.0785304121730408,0.015146134123713129,0.10226530073598343,-0.7662199446404536,-0.0046346736552997925,0.8443697399149213,-0.05610864235995405,-0.03447232529201372,0.011573247675322418,0.018950110126352837
Otis (2005),2005-09-20,Category 1,0,None reported,Not reported,0.0,3,2005-09-20,0,-0.00037200116580315967,12.140000343322754,0.049403088934944384,0.23639316419175566,0.13263021228640715,0.0,0.9238570481408241,0.019103422927806646,0.1100383878124087,-0.37096056262797117,-0.0029764238464675685,0.9965431057049882,0.004809198991652774,0.13038278148195673,-0.337380135479898,-0.009014668127227954,0.9852985219934556,-0.015277339698319792,0.10958658653372087,1.0459114778694674,-0.019485675130002766,0.9826841746293888,0.011810277960868532,-0.007893959759428748,-0.003694782794691709,0.01629572565661086
Ernesto (2006),2006-08-24,Category 1,7,Haiti; Cuba; Florida; North Carolina,Not reported,0.5,9,2006-08-24,0,-0.002076250056666229,12.399999618530273,0.00759773417419729,0.16514576519424343,-0.2681842818428184,-0.030761316498955638,1.4061661471652265,0.0061836078425840935,0.11221479499304399,-0.3180787784914495,-0.01042559731005166,0.48112270086159087,-0.005673513033069955,0.11277684263158719,-0.4507763854933513,-0.007156054273081192,1.0402348738016804,-0.015639651624550388,0.15436647623055194,-0.14096738362112493,-0.015639651624550388,1.1914674412174957,-0.0439874561624215,0.0057710747844244015,-0.00583999822445147,0.0023851916076380597
Florence (2006),2006-09-03,Category 1,0,Bermuda,Not reported,0.0,10,2006-09-05,2,0.0075898769990183634,11.960000038146973,-0.01533641569867683,0.1846315240415875,-0.45756938257091717,-0.035835898369312,1.2888574643565274,0.006653534796194682,0.09699121221796025,0.25088863421845575,0.0,0.4428472687002916,0.0014932859900815831,0.09858710123672836,-0.6300054477870614,-0.0005968572236707548,1.050783405807406,0.012784164726476144,0.14434921596820982,-0.5025604431185537,-0.003987024176648757,1.1748310016421895,-0.09256956286005291,-0.011188453678897425,0.00787464412355976,-0.0010738483885377459
Gordon (2006),2006-09-10,Category 3,0,Azores,Not reported,0.0,11,2006-09-11,1,-0.008674163320889217,13.15999984741211,-0.04513255735975408,0.2366613244048221,0.06445709412615552,-0.07381910906562561,1.1119972963793638,-0.01293129249352587,0.10252952750139921,0.7265380634355496,-0.01293129249352587,0.4151430218809994,-0.0017898741205363278,0.08812408337937346,-0.07318292696574535,-0.005350778061499306,1.0422639817304982,-0.008928108670611334,0.1276818107584742,-0.3178480501240918,-0.012879536262138669,1.2315100991335337,0.0014411774915197295,-0.027617333803189648,0.006900452758064279,0.004905056798711449
Helene (2006),2006-09-12,Category 3,0,None reported,Not reported,0.0,13,2006-09-12,0,-0.009569793182914621,12.989999771118164,-0.08665263776748744,0.24955166245616042,1.8230933499621624,-0.10248888212808305,1.1279571062047753,-0.005809053958643506,0.10088975062856748,1.036274202673574,-0.01637970997902327,0.41951265118576114,-0.004756005514617523,0.08816810565828671,-0.4010717426894611,-0.004756005514617523,1.0459238054878264,-0.010138674905652345,0.12770053941656667,-0.44873084725635404,-0.011959784121082229,1.2641029202904122,0.004872615650645562,-0.007901982016976006,0.008095382816850627,0.0038659026933620666
Isaac (2006),2006-09-28,Category 1,0,Newfoundland,Not reported,0.0,5,2006-09-28,0,0.01418077708196086,11.579999923706055,0.035887683549638005,0.30263186416688426,0.4492714214054918,-0.06389021418376961,0.8940929989978242,0.025305040722800376,0.09893641090567679,-0.19655336747128604,-0.002359386052795176,0.27243857646753855,0.012880545198733051,0.08582128319434425,-0.19798537021772256,-0.00460339184600389,1.0212003562384293,0.02211969996816654,0.10671923030658055,0.24213529250849986,0.0,1.3731983132097367,-0.022229057466872093,-0.008814988781545186,0.004983649433237591,0.013332307212394756
Bud (2006),2006-05-10,Category 4,0,None reported,Not reported,0.0,6,2006-05-10,0,0.013216998404967484,11.989999771118164,0.008554003536560328,0.22907033852633207,-0.41992457129413696,-0.013224670879480316,1.0242170529618924,0.007317991553982495,0.1654290932563542,-0.5511784836099092,-0.01615840323682638,1.1174454264980194,0.01398347960494939,0.12580695299209016,0.235922318462094,-0.002341886980897434,1.1662232190449064,0.02119745652079663,0.12372882506009031,0.3912736298520505,-0.0008411093513777113,0.9114832342569446,-0.04388820200698407,0.009470075189700333,0.002534038460200061,0.002072292911288298
Carlotta (2006),2006-06-12,Category 1,0,None reported,Not reported,0.0,6,2006-06-12,0,-0.013923601791744455,18.1200008392334,-0.0356159041984907,0.2970953870690851,0.014052777387561832,-0.06943958681962503,1.4045616215814727,0.009953550257762789,0.15115819469377742,-0.14262526252233154,-0.0021515291405863612,1.023232203234893,-0.0006110768171982972,0.14303064045237657,0.05815748228593631,-0.022135665623459033,1.0219903755417226,-0.022618887729873083,0.1408713654619767,2.3326406224927596,-0.06010273653321019,0.9055399121827639,-0.010160162908543935,-0.020416139339344386,-0.01870024586623531,0.018348373341656288
Daniel (2006),2006-07-16,Category 4,0,Hawaiian Islands,Not reported,0.0,11,2006-07-17,1,-0.026251397448212477,18.049999237060547,0.016883816261850537,0.24248362292807246,-0.20477056464718202,-0.001381860616056163,1.4828031931502348,-0.0009175752107015711,0.10561611330916848,0.8881463078169678,-0.008500039293265926,0.7421918542546745,-0.02916790481123188,0.14515051022984826,0.17329546103895965,-0.03361906001090742,1.00124072963887,-0.040767252797538234,0.15509561734322352,2.5273306361366963,-0.05688140193766966,0.9290818899383781,-0.020230227812762624,0.007876078200490522,0.008928361724741318,-0.012921015148609216
Hector (2006),2006-08-16,Category 3,0,None reported,Not reported,0.0,9,2006-08-16,0,0.012994298269628057,13.420000076293945,-0.023208019890992748,0.22357851570273773,-0.07192453467353765,-0.027192585029560568,1.3988891377861978,0.009411628440241238,0.0997039173564619,0.15157511183593408,0.0,0.5694394005448716,0.019969330810355235,0.12456170228379561,-0.07237048679220504,-0.0015035862365383457,0.9958517926144974,0.022465279391445492,0.16717246084508047,-0.35191358847846377,-0.02538980531455104,1.066708685720536,6.429876472946461e-05,0.004537355648118524,-0.002859377316261069,-0.014892830950372304
Ileana (2006),2006-08-22,Category 4,0,None reported,Not reported,0.0,6,2006-08-22,0,0.01166148143522694,12.220000267028809,0.01083163990841629,0.16479140430928632,-0.3019639934533551,-0.016655485410363435,1.3755435262287763,0.002621765449072111,0.10911041840925147,-0.22384132340833185,0.0,0.5130615231206416,0.006325096419024678,0.11489885597259869,-0.48059927550049675,-0.0038764557483759177,1.0115780205817264,0.011927023468096154,0.1593665940162648,-0.13082766856930084,-0.011346329713963765,1.1331582625946812,-0.024650057247816104,-0.0015073598235741947,-0.005630987212550176,-0.009409277811001093
John (2006),2006-08-28,Category 4,6,Baja California Sur; Sinaloa,Not reported,0.13,8,2006-08-28,0,-0.0024591374984177516,12.3100004196167,0.00622159969838143,0.16522021875306964,-0.17078333733081308,-0.01053750947498766,1.4263466030968355,-0.0029057744313060185,0.10895492572080548,-0.3805131836347707,-0.006371277861956126,0.4627040348409445,-0.005386883987047009,0.09581956803860374,-0.46647148823964957,-0.009242457718025565,1.0306944143521628,-0.00930542294336223,0.14945228315140857,-0.46718471374516146,-0.020546170260482777,1.1916224622732907,-0.01194699515603903,-0.013556573070224953,-0.004428252272756561,0.005460638871384926
Kristy (2006),2006-08-24,Category 1,0,None reported,Not reported,0.0,4,2006-08-24,0,-0.002076250056666229,12.399999618530273,0.00759773417419729,0.16514576519424343,-0.2681842818428184,-0.030761316498955638,1.4061661471652265,0.0061836078425840935,0.11221479499304399,-0.3180787784914495,-0.01042559731005166,0.48112270086159087,-0.005673513033069955,0.11277684263158719,-0.4507763854933513,-0.007156054273081192,1.0402348738016804,-0.015639651624550388,0.15436647623055194,-0.14096738362112493,-0.015639651624550388,1.1914674412174957,-0.0439874561624215,0.0057710747844244015,-0.00583999822445147,0.0023851916076380597
Lane (2006),2006-09-13,Category 3,4,Sinaloa; Durango,Not reported,0.1,5,2006-09-13,0,0.009041266910322365,11.920000076293945,-0.06057897378972199,0.24693727107316538,0.43046826439766184,-0.10815421797795022,0.9725944331580736,-0.007288286444230518,0.09976951197360524,2.107282675517693,-0.021551899283926312,0.34459555251810864,0.011332759018572114,0.0790453684760765,0.14189197027619693,0.0,1.059025191602955,0.009624368317944887,0.11493019036102735,1.2972064062864184,-0.002760287150260332,1.271370287187629,-0.04347923227533079,-0.012713817041881681,0.006162720851286441,-0.002057471414997236
Paul (2006),2006-09-21,Category 4,0,None reported,Not reported,0.0,5,2006-09-21,0,0.006525159610603515,11.390000343322754,-0.01495931123953298,0.2861890494384007,0.4565166425269065,-0.12273487878661282,1.007116159544543,-0.002017071104469248,0.07568025699637668,-0.11328530108855961,-0.025533363248018248,0.3309499711331903,0.010397113720612694,0.07892865681634009,0.3582851595162069,0.0,1.0465895960356988,0.009152167483140294,0.08196782192268814,-0.006489594271254728,0.0,1.295893930917335,0.018788335321948013,0.008229199821354394,0.002592665270790162,0.01538400489179792
Sergio (2006),2006-11-27,Category 4,0,None reported,Not reported,0.0,9,2006-11-27,0,-0.0004979447475070842,10.729999542236328,0.007706204450334431,0.2011597883887703,-0.8086085839813614,-0.011849285466223214,1.1178167250798599,0.004439800339770095,0.07096834270623373,-0.9196651086648661,0.0,0.06270857352645305,0.0008328461832693979,0.08894772070430451,-0.6592064971483126,-0.006617658786991498,0.9441438097314555,0.001977718072156298,0.08114234587339852,-0.9262092911063851,-0.0019692995515493417,1.0955129657319667,0.037750894641975785,0.013065617688791775,-0.006637390512018504,-0.007266664871577122
Dean (2007),2007-08-13,Category 5,45,Lesser Antilles; Jamaica; Yucatan Peninsula; Mexico,Not reported,1.6,11,2007-08-13,0,-0.010258957311125805,28.299999237060547,0.018346410408181635,0.3171559265890992,-0.11071421401123505,-0.08917286169232486,1.2529533693062878,-0.0033211847658944915,0.3090814270104452,0.15131385520029395,-0.05200468677004688,1.1815274543927707,-0.010386133663416897,0.36398216176736287,0.03707671054977202,-0.09053729830295432,1.2697357519648127,-0.03044775205134742,0.2201952305134976,1.5292990918836646,-0.07156641040239198,0.9144118130093779,-0.0025747421448122365,-0.005373983697746554,0.034016806585405734,-0.008741908484746319
Felix (2007),2007-08-31,Category 5,133,Venezuela; Nicaragua; Honduras,Not reported,0.72,6,2007-08-31,0,-0.014697229243763266,25.059999465942383,-0.004765450352302025,0.303987629164963,-0.38227220596540334,-0.006200838041774959,1.2540278027474046,-0.02347893021656411,0.24366961406319962,-0.5476959073586223,-0.04328533640879828,1.0758115053588382,-0.03561147813479959,0.3540019409892146,-0.43451116420638314,-0.041439666737895786,1.28665131008661,-0.00943895654377891,0.2376420270651141,-0.6518953700802923,-0.0304617377320221,0.9531926671734176,0.01677813146856455,0.02359545987678968,-0.012989472848247252,-0.005053856598685513
Humberto (2007),2007-09-12,Category 1,1,Texas; Louisiana,Not reported,0.05,3,2007-09-12,0,-0.002029885614686422,25.270000457763672,0.008907914127423089,0.29445834026854767,0.24963770189465762,-0.0062677654999026,1.2784085969194212,0.0012736469440890463,0.17827255187750932,-0.4116394231170254,-0.007826279008868897,1.0309127153981203,-0.010714048673967524,0.257295615296118,-0.23711010622078976,-0.037637734098558084,1.275092406887177,-0.002806151587822603,0.20298199295694122,-0.20703392603905313,-0.012878358633039766,0.9446985522881873,0.013672439870691555,-3.454305740024921e-05,0.018111483036467924,0.009979742210123765
Karen (2007),2007-09-25,Category 1,0,None reported,Not reported,0.0,6,2007-09-25,0,-0.0003298439046365287,19.3700008392334,0.01214181363432365,0.22942013678739526,-0.022844818732669192,-0.001849596897783523,1.2025257612097884,0.00259568200557192,0.1630241262779634,-0.3616922137727715,-0.00838165941139335,0.9845728453308774,-0.01596229396263804,0.2345363981358241,-0.06604449457239747,-0.02212121467484296,1.3064587741603049,-0.0006573743335502868,0.224063092075012,0.022268914290359154,-0.01116398138306307,0.9973380672443888,-0.009896310760099114,-0.018575259276286893,0.020931036161316863,0.0036997151064559475
Lorenzo (2007),2007-09-25,Category 1,2,Veracruz; Tamaulipas,Not reported,0.02,4,2007-09-25,0,-0.0003298439046365287,19.3700008392334,0.01214181363432365,0.22942013678739526,-0.022844818732669192,-0.001849596897783523,1.2025257612097884,0.00259568200557192,0.1630241262779634,-0.3616922137727715,-0.00838165941139335,0.9845728453308774,-0.01596229396263804,0.2345363981358241,-0.06604449457239747,-0.02212121467484296,1.3064587741603049,-0.0006573743335502868,0.224063092075012,0.022268914290359154,-0.01116398138306307,0.9973380672443888,-0.009896310760099114,-0.018575259276286893,0.020931036161316863,0.0036997151064559475
Noel (2007),2007-10-28,Category 1,226,Dominican Republic; Haiti; Cuba; Bahamas; Eastern United States,Not reported,0.5,6,2007-10-29,1,0.020459995098734085,19.559999465942383,0.04622641387571158,0.242843585325175,-0.2559823091851384,-0.0147252695308413,1.1856237940253227,0.037980685523686386,0.1601193163970057,0.12141858780366599,0.0,0.8620584088745602,0.021211843450804846,0.21937604352377366,0.46050823115323336,-0.061019637888267586,1.3344050213833587,0.006242655126398544,0.14066603098939703,-0.10923858213752091,-0.03818654549575384,0.9825600264429396,-0.00042986157885560594,0.037685479588837834,-0.04838129920090717,0.013896838015870383
Cosme (2007),2007-06-01,Category 1,0,None reported,Not reported,0.0,5,2007-06-01,0,0.014961082067352915,13.050000190734863,0.024602151972996866,0.18432665704047996,-0.1881344105060555,-0.0052436435729686925,1.1638016996973566,0.01850050024582517,0.13462718230001305,0.2595407082040715,-0.023114867253657523,0.7037022720386257,0.010127400431033662,0.09990699840817943,-0.10422425879057107,-0.0028939152037453786,1.2591062796746502,0.022471222745733987,0.07377641038129845,0.6299754881602688,0.0,0.753579853964554,0.005220534563150525,-0.036265966046870934,-0.0013116226703387968,0.003691470904478633
Flossie (2007),2007-08-08,Category 4,0,Hawaiian Islands,Not reported,0.0,10,2007-08-08,0,0.009151051759167972,21.559999465942383,-0.01104342238722733,0.30724170799568645,0.010697742211050576,-0.0846002276341904,1.2856756810532,0.025476106117354513,0.30412378480650093,-0.25307985863661686,-0.03159174364925077,1.2621992362911745,0.0201386643197774,0.33885017013100205,0.5400632222345318,-0.07469990792101999,1.2731037744719778,0.001007649521364673,0.2066902943201439,-0.03165862986664558,-0.04240994586732383,0.917190741870498,0.0031510434943414767,-0.0006948644534524595,-0.015289888721853218,-0.0025061800762593567
Henriette (2007),2007-08-29,Category 1,7,Baja California Sur; Sonora,Not reported,0.025,9,2007-08-29,0,-0.019979832554724575,26.299999237060547,-0.006697009188314396,0.30585681659860625,-0.3049337511387131,-0.03749142002046246,1.2255366639509742,-0.031846722237661274,0.267589081506472,-0.02597573180414947,-0.0601038590243117,1.1116165965498117,-0.03636852092604537,0.38756703656290853,-0.2941736615890278,-0.0469066725217584,1.2930160268622428,-0.02353554805255409,0.23173941653624458,-0.3476661114777453,-0.04694110948437957,0.941926473015257,0.03033290574159042,0.003342503769562466,-0.015922371744939157,0.0006673021730549955
Ivo (2007),2007-08-22,Category 2,0,None reported,Not reported,0.0,5,2007-08-22,0,0.027580552526975888,25.25,0.013740620416945237,0.3237230298760667,-0.3763841656565181,-0.09413387848109778,1.2418714069390973,0.020247338158782435,0.2935113870507342,-0.4284239211209202,-0.04031654013120145,1.1350899623017916,0.0652576441871211,0.4094666946471669,-0.5087665180710792,-0.013525595108450972,1.3289516351530763,0.021276645608807154,0.24309625268827806,-0.41795730921530494,-0.05651074796982192,0.9274384033186502,0.026940097020773934,-0.011988476689946626,-0.023980489962634688,0.00023836334808258197
Bertha (2008),2008-07-03,Category 3,0,Bermuda,Not reported,0.0,17,2008-07-03,0,-0.015986858842557905,25.920000076293945,-0.0037002624009224716,0.29873858210401244,0.2121447338671838,-0.03331919392216265,0.6938319909143198,0.018218212719296245,0.20977634370627432,-0.18290884300813726,-0.012672149302120017,0.6621244381433766,-0.042583907456993586,0.3271051215639929,-0.08981989568508231,-0.18070950940379948,1.3926786407151688,-0.05043228260399801,0.23677749739143894,0.7451368251851043,-0.14037045890769373,1.0557945144207732,-0.016958155619124504,0.021536293594866085,-0.04363478659739395,0.00997697050187396
Dolly (2008),2008-07-20,Category 2,2,Yucatan Peninsula; Texas,Not reported,1.05,5,2008-07-21,1,0.026564282558085184,24.049999237060547,-0.06606737020518749,0.3374633547099884,0.10586176532502178,-0.137312284968366,0.4943453341659648,-0.041065215519529685,0.20407185795435345,-0.03364098344823219,-0.06707028023640427,0.4496903955916069,0.16647871388258673,0.7045578681850198,0.11808506910476813,-0.06807933761246421,2.075981601087357,0.03188930752249575,0.2898899669427721,-0.1340367349279027,-0.04642797716147018,1.0217605010236357,-0.04527444804566827,-0.01939097288959779,-0.02232651948668951,0.00018528149804242222
Gustav (2008),2008-08-25,Category 4,153,Haiti; Dominican Republic; Jamaica; Cuba; Louisiana,Not reported,8.31,10,2008-08-25,0,0.009813519828923756,18.809999465942383,0.06752529927154782,0.4418557147485432,-0.327058325186655,-0.038153784106381816,0.3592203354964102,0.02297294272664452,0.16899571732739638,-0.48347773102413827,-0.016627734804581684,0.34256784808791696,0.00973682303430956,0.5589998254248714,-0.17203396567988805,-0.07985845966697347,2.419593707775969,0.0011348954953271928,0.3071169578414871,-0.28868696506182234,-0.014245670757880857,1.1714447197712754,-0.04972743909192778,-0.01431190806328353,0.07782070260052754,0.006468549869424356
Hanna (2008),2008-08-28,Category 1,537,Haiti; Bahamas; South Carolina; North Carolina,Not reported,0.2,10,2008-08-28,0,0.006494265216437256,19.760000228881836,-0.00039277463902809284,0.36227324233904756,-0.33758039305151255,-0.00039277463902809284,0.3936934404422492,0.01140613686793679,0.15979650580498275,-0.4521832474291395,0.0,0.3511534852410302,0.029028864534190735,0.490421882635372,-0.460548467761849,-0.08784432024413502,2.4025824801423705,0.006356685813470486,0.25406889951143946,-0.3746792643128648,-0.027094837365233992,1.1498473006747387,-0.043413220173229794,-0.028997578520741807,0.060682682580228686,-0.00763188810071147
Ike (2008),2008-09-01,Category 4,195,Haiti; Cuba; Texas; Louisiana; Midwestern United States,Not reported,38.0,13,2008-09-02,1,0.013934551335017087,20.649999618530273,0.013577805055722258,0.3213858159287913,-0.361579085553434,-0.022521517985834683,0.23062174053086157,0.005607500612424321,0.1205268393645115,-0.5068335742158464,-0.01387801908660613,0.29443447965284236,0.07046428116194825,0.5134615926408125,-0.10023880013579822,-0.04969033486380381,2.5389050297262488,0.013817120255148474,0.2689207655657522,-0.5472863197904114,-0.016200942621432013,1.190491427078976,-0.06620443294774858,-0.018107676638615566,0.014709252969737796,-0.01779783658433376
